id,name,price
5013,Steak Burrito,8.29
5014,Steak Bowl,8.29
5015,Tortilla Chips,2.19
5016,16oz Cup,2.09
5017,Vegetables Salad,7.29
5018,Ground Beef Salad,8.19
5019,Steak Bowl,8.29
5020,Can,2.0
5021,Ground Beef Salad,8.19
5022,Chicken Bowl,7.29
5023,Vegetables Salad,7.29
5024,16oz Cup,2.09
5025,Ground Beef Salad,8.19
5026,32oz Cup,2.29
5027,Vegetables Salad,7.29
5028,Steak Salad,8.29
5029,Can,2.0
5030,Chicken Tacos,7.29
5031,32oz Cup,2.29
5032,Ground Beef Salad,8.19
5033,Ground Beef Burrito,8.19
5034,16oz Cup,2.09
5035,Chicken Tacos,7.29
5036,Ground Beef Salad,8.19
5037,32oz Cup,2.29
5038,Ground Beef Bowl,8.19
5039,Steak Tacos,8.29
5040,Tortilla Chips,2.19
5041,Can,2.0
5042,Steak Bowl,8.29
5043,Vegetables Bowl,7.29
5044,16oz Cup,2.09
5045,Vegetables Burrito,7.29
5046,Tortilla Chips,2.19
5047,Can,2.0
5048,Steak Bowl,8.29
5049,Steak Tacos,8.29
5050,Steak Burrito,8.29
5051,Vegetables Salad,7.29
5052,Vegetables Salad,7.29
5053,Tortilla Chips,2.19
5054,16oz Cup,2.09
5055,Steak Bowl,8.29
5056,32oz Cup,2.29
5057,Ground Beef Salad,8.19
5058,Tortilla Chips,2.19
5059,32oz Cup,2.29
5060,Ground Beef Salad,8.19
5061,Tortilla Chips,2.19
5062,Can,2.0
5063,Ground Beef Tacos,8.19
5064,16oz Cup,2.09
5065,Ground Beef Burrito,8.19
5066,32oz Cup,2.29
5067,Ground Beef Salad,8.19
5068,Can,2.0
5069,Chicken Burrito,7.29
5070,Can,2.0
5071,Vegetables Burrito,7.29
5072,Vegetables Salad,7.29
5073,32oz Cup,2.29
5074,Ground Beef Burrito,8.19
5075,16oz Cup,2.09
5076,Vegetables Bowl,7.29
5077,32oz Cup,2.29
5078,Steak Bowl,8.29
5079,32oz Cup,2.29
5080,Steak Salad,8.29
5081,Steak Tacos,8.29
5082,Chicken Tacos,7.29
5083,Steak Burrito,8.29
5084,16oz Cup,2.09
5085,Vegetables Tacos,7.29
5086,32oz Cup,2.29
5087,Vegetables Burrito,7.29
5088,Tortilla Chips,2.19
5089,32oz Cup,2.29
5090,Ground Beef Bowl,8.19
5091,Chicken Bowl,7.29
5092,Tortilla Chips,2.19
5093,Can,2.0
5094,Chicken Salad,7.29
5095,32oz Cup,2.29
5096,Chicken Bowl,7.29
5097,Ground Beef Bowl,8.19
5098,Tortilla Chips,2.19
5099,Can,2.0
5100,Vegetables Bowl,7.29
5101,32oz Cup,2.29
5102,Chicken Burrito,7.29
5103,32oz Cup,2.29
5104,Ground Beef Bowl,8.19
5105,Steak Bowl,8.29
5106,Tortilla Chips,2.19
5107,16oz Cup,2.09
5108,Steak Burrito,8.29
5109,Tortilla Chips,2.19
5110,16oz Cup,2.09
5111,Vegetables Burrito,7.29
5112,Ground Beef Salad,8.19
5113,16oz Cup,2.09
5114,Ground Beef Bowl,8.19
5115,16oz Cup,2.09
5116,Vegetables Salad,7.29
5117,Vegetables Burrito,7.29
5118,Can,2.0
5119,Vegetables Burrito,7.29
5120,Vegetables Salad,7.29
5121,32oz Cup,2.29
5122,Chicken Salad,7.29
5123,Tortilla Chips,2.19
5124,16oz Cup,2.09
5125,Ground Beef Burrito,8.19
5126,Chicken Bowl,7.29
5127,Chicken Tacos,7.29
5128,Vegetables Bowl,7.29
5129,Can,2.0
5130,Vegetables Burrito,7.29
5131,Can,2.0
5132,Vegetables Bowl,7.29
5133,32oz Cup,2.29
5134,Chicken Salad,7.29
5135,Chicken Burrito,7.29
5136,Ground Beef Tacos,8.19
5137,Chicken Salad,7.29
5138,Tortilla Chips,2.19
5139,Can,2.0
5140,Steak Tacos,8.29
5141,16oz Cup,2.09
5142,Vegetables Salad,7.29
5143,16oz Cup,2.09
5144,Chicken Bowl,7.29
5145,32oz Cup,2.29
5146,Ground Beef Tacos,8.19
5147,Can,2.0
5148,Chicken Bowl,7.29
5149,Chicken Burrito,7.29
5150,Vegetables Tacos,7.29
5151,Tortilla Chips,2.19
5152,32oz Cup,2.29
5153,Chicken Salad,7.29
5154,Vegetables Salad,7.29
5155,Can,2.0
5156,Chicken Bowl,7.29
5157,Can,2.0
5158,Steak Salad,8.29
5159,Steak Salad,8.29
5160,32oz Cup,2.29
5161,Chicken Tacos,7.29
5162,32oz Cup,2.29
5163,Ground Beef Tacos,8.19
5164,Tortilla Chips,2.19
5165,Can,2.0
5166,Vegetables Tacos,7.29
5167,Tortilla Chips,2.19
5168,16oz Cup,2.09
5169,Chicken Salad,7.29
5170,16oz Cup,2.09
5171,Chicken Tacos,7.29
5172,Chicken Salad,7.29
5173,Tortilla Chips,2.19
5174,Can,2.0
5175,Chicken Tacos,7.29
5176,32oz Cup,2.29
5177,Chicken Tacos,7.29
5178,Tortilla Chips,2.19
5179,Can,2.0
5180,Ground Beef Burrito,8.19
5181,Vegetables Tacos,7.29
5182,Chicken Salad,7.29
5183,Vegetables Salad,7.29
5184,Steak Bowl,8.29
5185,Vegetables Burrito,7.29
5186,Vegetables Burrito,7.29
5187,Tortilla Chips,2.19
5188,16oz Cup,2.09
5189,Chicken Tacos,7.29
5190,Steak Burrito,8.29
5191,Steak Bowl,8.29
5192,Can,2.0
5193,Steak Salad,8.29
5194,16oz Cup,2.09
5195,Chicken Tacos,7.29
5196,Tortilla Chips,2.19
5197,32oz Cup,2.29
5198,Chicken Burrito,7.29
5199,32oz Cup,2.29
5200,Steak Tacos,8.29
5201,Vegetables Tacos,7.29
5202,Tortilla Chips,2.19
5203,16oz Cup,2.09
5204,Steak Burrito,8.29
5205,32oz Cup,2.29
5206,Vegetables Burrito,7.29
5207,Vegetables Bowl,7.29
5208,Tortilla Chips,2.19
5209,Can,2.0
5210,Chicken Tacos,7.29
5211,Can,2.0
5212,Ground Beef Salad,8.19
5213,16oz Cup,2.09
5214,Chicken Tacos,7.29
5215,Ground Beef Tacos,8.19
5216,16oz Cup,2.09
5217,Steak Salad,8.29
5218,16oz Cup,2.09
5219,Chicken Salad,7.29
5220,16oz Cup,2.09
5221,Vegetables Tacos,7.29
5222,16oz Cup,2.09
5223,Chicken Burrito,7.29
5224,Tortilla Chips,2.19
5225,32oz Cup,2.29
5226,Vegetables Tacos,7.29
5227,Tortilla Chips,2.19
5228,Can,2.0
5229,Steak Bowl,8.29
5230,32oz Cup,2.29
5231,Vegetables Bowl,7.29
5232,Tortilla Chips,2.19
5233,Can,2.0
5234,Ground Beef Burrito,8.19
5235,Tortilla Chips,2.19
5236,32oz Cup,2.29
5237,Chicken Salad,7.29
5238,Can,2.0
5239,Steak Burrito,8.29
5240,Vegetables Burrito,7.29
5241,Steak Burrito,8.29
5242,Vegetables Bowl,7.29
5243,16oz Cup,2.09
5244,Steak Bowl,8.29
5245,Vegetables Burrito,7.29
5246,Chicken Burrito,7.29
5247,Vegetables Burrito,7.29
5248,32oz Cup,2.29
5249,Chicken Burrito,7.29
5250,Vegetables Tacos,7.29
5251,16oz Cup,2.09
5252,Vegetables Burrito,7.29
5253,16oz Cup,2.09
5254,Chicken Salad,7.29
5255,Vegetables Burrito,7.29
5256,Tortilla Chips,2.19
5257,Can,2.0
5258,Vegetables Salad,7.29
5259,16oz Cup,2.09
5260,Ground Beef Bowl,8.19
5261,Tortilla Chips,2.19
5262,Can,2.0
5263,Vegetables Tacos,7.29
5264,Can,2.0
5265,Steak Tacos,8.29
5266,Steak Salad,8.29
5267,Can,2.0
5268,Steak Burrito,8.29
5269,Vegetables Salad,7.29
5270,32oz Cup,2.29
5271,Chicken Bowl,7.29
5272,32oz Cup,2.29
5273,Vegetables Bowl,7.29
5274,Ground Beef Salad,8.19
5275,Can,2.0
5276,Vegetables Tacos,7.29
5277,Ground Beef Burrito,8.19
5278,Ground Beef Tacos,8.19
5279,Steak Burrito,8.29
5280,Vegetables Tacos,7.29
5281,Tortilla Chips,2.19
5282,16oz Cup,2.09
5283,Vegetables Burrito,7.29
5284,16oz Cup,2.09
5285,Steak Salad,8.29
5286,32oz Cup,2.29
5287,Ground Beef Bowl,8.19
5288,Steak Bowl,8.29
5289,Ground Beef Burrito,8.19
5290,16oz Cup,2.09
5291,Vegetables Burrito,7.29
5292,Tortilla Chips,2.19
5293,32oz Cup,2.29
5294,Steak Tacos,8.29
5295,Tortilla Chips,2.19
5296,Can,2.0
5297,Chicken Burrito,7.29
5298,16oz Cup,2.09
5299,Steak Bowl,8.29
5300,Tortilla Chips,2.19
5301,16oz Cup,2.09
5302,Steak Bowl,8.29
5303,Chicken Bowl,7.29
5304,Tortilla Chips,2.19
5305,Can,2.0
5306,Steak Bowl,8.29
5307,Chicken Bowl,7.29
5308,32oz Cup,2.29
5309,Chicken Burrito,7.29
5310,Chicken Tacos,7.29
5311,Ground Beef Salad,8.19
5312,16oz Cup,2.09
5313,Vegetables Burrito,7.29
5314,Tortilla Chips,2.19
5315,32oz Cup,2.29
5316,Ground Beef Tacos,8.19
5317,Steak Burrito,8.29
5318,Steak Salad,8.29
5319,32oz Cup,2.29
5320,Chicken Burrito,7.29
5321,32oz Cup,2.29
5322,Vegetables Burrito,7.29
5323,Vegetables Burrito,7.29
5324,16oz Cup,2.09
5325,Ground Beef Burrito,8.19
5326,Vegetables Burrito,7.29
5327,Chicken Tacos,7.29
5328,Ground Beef Tacos,8.19
5329,Ground Beef Tacos,8.19
5330,Can,2.0
5331,Chicken Salad,7.29
5332,Steak Salad,8.29
5333,Can,2.0
5334,Steak Salad,8.29
5335,32oz Cup,2.29
5336,Steak Tacos,8.29
5337,Chicken Salad,7.29
5338,Tortilla Chips,2.19
5339,32oz Cup,2.29
5340,Steak Tacos,8.29
5341,Ground Beef Salad,8.19
5342,Can,2.0
5343,Ground Beef Bowl,8.19
5344,16oz Cup,2.09
5345,Steak Burrito,8.29
5346,Chicken Bowl,7.29
5347,Tortilla Chips,2.19
5348,32oz Cup,2.29
5349,Chicken Salad,7.29
5350,Tortilla Chips,2.19
5351,16oz Cup,2.09
5352,Steak Salad,8.29
5353,Tortilla Chips,2.19
5354,16oz Cup,2.09
5355,Vegetables Burrito,7.29
5356,Tortilla Chips,2.19
5357,32oz Cup,2.29
5358,Chicken Bowl,7.29
5359,Chicken Salad,7.29
5360,Tortilla Chips,2.19
5361,16oz Cup,2.09
5362,Steak Tacos,8.29
5363,Can,2.0
5364,Chicken Tacos,7.29
5365,32oz Cup,2.29
5366,Steak Salad,8.29
5367,Vegetables Burrito,7.29
5368,32oz Cup,2.29
5369,Vegetables Salad,7.29
5370,Vegetables Salad,7.29
5371,Can,2.0
5372,Ground Beef Salad,8.19
5373,Tortilla Chips,2.19
5374,32oz Cup,2.29
5375,Ground Beef Bowl,8.19
5376,32oz Cup,2.29
5377,Steak Burrito,8.29
5378,Tortilla Chips,2.19
5379,16oz Cup,2.09
5380,Chicken Tacos,7.29
5381,Vegetables Burrito,7.29
5382,Tortilla Chips,2.19
5383,16oz Cup,2.09
5384,Ground Beef Burrito,8.19
5385,Steak Bowl,8.29
5386,Ground Beef Burrito,8.19
5387,Chicken Bowl,7.29
5388,Tortilla Chips,2.19
5389,16oz Cup,2.09
5390,Vegetables Burrito,7.29
5391,Can,2.0
5392,Steak Bowl,8.29
5393,Tortilla Chips,2.19
5394,32oz Cup,2.29
5395,Steak Tacos,8.29
5396,Tortilla Chips,2.19
5397,16oz Cup,2.09
5398,Chicken Salad,7.29
5399,32oz Cup,2.29
5400,Steak Tacos,8.29
5401,Ground Beef Bowl,8.19
5402,16oz Cup,2.09
5403,Steak Tacos,8.29
5404,32oz Cup,2.29
5405,Chicken Bowl,7.29
5406,Can,2.0
5407,Chicken Salad,7.29
5408,32oz Cup,2.29
5409,Chicken Tacos,7.29
5410,32oz Cup,2.29
5411,Steak Bowl,8.29
5412,Tortilla Chips,2.19
5413,16oz Cup,2.09
5414,Ground Beef Bowl,8.19
5415,Tortilla Chips,2.19
5416,32oz Cup,2.29
5417,Chicken Salad,7.29
5418,Tortilla Chips,2.19
5419,32oz Cup,2.29
5420,Ground Beef Burrito,8.19
5421,Ground Beef Burrito,8.19
5422,Can,2.0
5423,Steak Tacos,8.29
5424,Vegetables Bowl,7.29
5425,Vegetables Burrito,7.29
5426,16oz Cup,2.09
5427,Vegetables Bowl,7.29
5428,Vegetables Bowl,7.29
5429,Vegetables Salad,7.29
5430,Steak Salad,8.29
5431,32oz Cup,2.29
5432,Ground Beef Tacos,8.19
5433,Tortilla Chips,2.19
5434,Can,2.0
5435,Steak Salad,8.29
5436,Tortilla Chips,2.19
5437,Can,2.0
5438,Ground Beef Salad,8.19
5439,Chicken Burrito,7.29
5440,Tortilla Chips,2.19
5441,32oz Cup,2.29
5442,Ground Beef Bowl,8.19
5443,16oz Cup,2.09
5444,Steak Bowl,8.29
5445,16oz Cup,2.09
5446,Chicken Bowl,7.29
5447,32oz Cup,2.29
5448,Steak Bowl,8.29
5449,Ground Beef Tacos,8.19
5450,Ground Beef Burrito,8.19
5451,Steak Bowl,8.29
5452,Chicken Bowl,7.29
5453,Tortilla Chips,2.19
5454,32oz Cup,2.29
5455,Vegetables Salad,7.29
5456,Chicken Salad,7.29
5457,Can,2.0
5458,Ground Beef Burrito,8.19
5459,Tortilla Chips,2.19
5460,16oz Cup,2.09
5461,Ground Beef Salad,8.19
5462,32oz Cup,2.29
5463,Steak Tacos,8.29
5464,Steak Bowl,8.29
5465,Can,2.0
5466,Steak Salad,8.29
5467,Vegetables Tacos,7.29
5468,16oz Cup,2.09
5469,Vegetables Tacos,7.29
5470,Can,2.0
5471,Ground Beef Salad,8.19
5472,16oz Cup,2.09
5473,Steak Tacos,8.29
5474,32oz Cup,2.29
5475,Steak Burrito,8.29
5476,Tortilla Chips,2.19
5477,16oz Cup,2.09
5478,Vegetables Burrito,7.29
5479,16oz Cup,2.09
5480,Vegetables Tacos,7.29
5481,Steak Salad,8.29
5482,Vegetables Tacos,7.29
5483,Ground Beef Salad,8.19
5484,Steak Burrito,8.29
5485,32oz Cup,2.29
5486,Vegetables Tacos,7.29
5487,Ground Beef Bowl,8.19
5488,Can,2.0
5489,Steak Bowl,8.29
5490,Tortilla Chips,2.19
5491,32oz Cup,2.29
5492,Ground Beef Tacos,8.19
5493,Ground Beef Bowl,8.19
5494,Can,2.0
5495,Ground Beef Burrito,8.19
5496,Ground Beef Salad,8.19
5497,16oz Cup,2.09
5498,Vegetables Burrito,7.29
5499,32oz Cup,2.29
5500,Vegetables Salad,7.29
5501,Vegetables Bowl,7.29
5502,Ground Beef Tacos,8.19
5503,Ground Beef Salad,8.19
5504,Steak Tacos,8.29
5505,32oz Cup,2.29
5506,Vegetables Salad,7.29
5507,Can,2.0
5508,Steak Bowl,8.29
5509,Ground Beef Tacos,8.19
5510,16oz Cup,2.09
5511,Vegetables Salad,7.29
5512,Tortilla Chips,2.19
5513,Can,2.0
5514,Steak Tacos,8.29
5515,Steak Bowl,8.29
5516,16oz Cup,2.09
5517,Chicken Burrito,7.29
5518,Steak Bowl,8.29
5519,Tortilla Chips,2.19
5520,Can,2.0
5521,Chicken Salad,7.29
5522,Can,2.0
5523,Chicken Salad,7.29
5524,Tortilla Chips,2.19
5525,Can,2.0
5526,Chicken Salad,7.29
5527,Ground Beef Burrito,8.19
5528,32oz Cup,2.29
5529,Chicken Burrito,7.29
5530,Tortilla Chips,2.19
5531,Can,2.0
5532,Steak Burrito,8.29
5533,Tortilla Chips,2.19
5534,Can,2.0
5535,Ground Beef Salad,8.19
5536,Tortilla Chips,2.19
5537,Can,2.0
5538,Vegetables Tacos,7.29
5539,32oz Cup,2.29
5540,Vegetables Tacos,7.29
5541,Chicken Tacos,7.29
5542,Tortilla Chips,2.19
5543,32oz Cup,2.29
5544,Vegetables Bowl,7.29
5545,Vegetables Tacos,7.29
5546,Ground Beef Salad,8.19
5547,16oz Cup,2.09
5548,Ground Beef Salad,8.19
5549,32oz Cup,2.29
5550,Chicken Bowl,7.29
5551,Steak Tacos,8.29
5552,Can,2.0
5553,Ground Beef Tacos,8.19
5554,Tortilla Chips,2.19
5555,16oz Cup,2.09
5556,Steak Burrito,8.29
5557,Steak Bowl,8.29
5558,Tortilla Chips,2.19
5559,32oz Cup,2.29
5560,Ground Beef Tacos,8.19
5561,Can,2.0
5562,Vegetables Burrito,7.29
5563,32oz Cup,2.29
5564,Ground Beef Bowl,8.19
5565,Tortilla Chips,2.19
5566,32oz Cup,2.29
5567,Ground Beef Salad,8.19
5568,Ground Beef Tacos,8.19
5569,Tortilla Chips,2.19
5570,Can,2.0
5571,Chicken Bowl,7.29
5572,Steak Burrito,8.29
5573,Steak Salad,8.29
5574,Tortilla Chips,2.19
5575,32oz Cup,2.29
5576,Vegetables Bowl,7.29
5577,Steak Burrito,8.29
5578,Can,2.0
5579,Ground Beef Burrito,8.19
5580,Steak Burrito,8.29
5581,Ground Beef Tacos,8.19
5582,Can,2.0
5583,Vegetables Burrito,7.29
5584,Vegetables Tacos,7.29
5585,Vegetables Bowl,7.29
5586,Vegetables Bowl,7.29
5587,Ground Beef Salad,8.19
5588,16oz Cup,2.09
5589,Steak Tacos,8.29
5590,Tortilla Chips,2.19
5591,Can,2.0
5592,Ground Beef Burrito,8.19
5593,32oz Cup,2.29
5594,Ground Beef Bowl,8.19
5595,Chicken Tacos,7.29
5596,Can,2.0
5597,Chicken Salad,7.29
5598,Can,2.0
5599,Chicken Tacos,7.29
5600,Steak Burrito,8.29
5601,32oz Cup,2.29
5602,Steak Bowl,8.29
5603,Can,2.0
5604,Chicken Salad,7.29
5605,Chicken Tacos,7.29
5606,Tortilla Chips,2.19
5607,Can,2.0
5608,Steak Bowl,8.29
5609,Ground Beef Salad,8.19
5610,Ground Beef Bowl,8.19
5611,Tortilla Chips,2.19
5612,16oz Cup,2.09
5613,Vegetables Salad,7.29
5614,16oz Cup,2.09
5615,Vegetables Tacos,7.29
5616,Steak Bowl,8.29
5617,16oz Cup,2.09
5618,Ground Beef Burrito,8.19
5619,Chicken Tacos,7.29
5620,32oz Cup,2.29
5621,Steak Salad,8.29
5622,Chicken Tacos,7.29
5623,16oz Cup,2.09
5624,Ground Beef Bowl,8.19
5625,Chicken Burrito,7.29
5626,Ground Beef Salad,8.19
5627,16oz Cup,2.09
5628,Chicken Tacos,7.29
5629,Can,2.0
5630,Vegetables Salad,7.29
5631,Vegetables Bowl,7.29
5632,Tortilla Chips,2.19
5633,32oz Cup,2.29
5634,Vegetables Salad,7.29
5635,Tortilla Chips,2.19
5636,32oz Cup,2.29
5637,Vegetables Tacos,7.29
5638,Tortilla Chips,2.19
5639,16oz Cup,2.09
5640,Steak Bowl,8.29
5641,Tortilla Chips,2.19
5642,Can,2.0
5643,Vegetables Burrito,7.29
5644,Chicken Bowl,7.29
5645,Can,2.0
5646,Chicken Tacos,7.29
5647,32oz Cup,2.29
5648,Vegetables Salad,7.29
5649,Can,2.0
5650,Steak Tacos,8.29
5651,Can,2.0
5652,Vegetables Tacos,7.29
5653,Tortilla Chips,2.19
5654,Can,2.0
5655,Steak Salad,8.29
5656,Tortilla Chips,2.19
5657,Can,2.0
5658,Steak Burrito,8.29
5659,32oz Cup,2.29
5660,Steak Bowl,8.29
5661,Vegetables Burrito,7.29
5662,16oz Cup,2.09
5663,Chicken Salad,7.29
5664,Vegetables Bowl,7.29
5665,Chicken Tacos,7.29
5666,16oz Cup,2.09
5667,Ground Beef Burrito,8.19
5668,Chicken Burrito,7.29
5669,Vegetables Bowl,7.29
5670,Tortilla Chips,2.19
5671,Can,2.0
5672,Steak Tacos,8.29
5673,Tortilla Chips,2.19
5674,16oz Cup,2.09
5675,Steak Bowl,8.29
5676,Can,2.0
5677,Ground Beef Salad,8.19
5678,Ground Beef Burrito,8.19
5679,Tortilla Chips,2.19
5680,Can,2.0
5681,Steak Burrito,8.29
5682,Can,2.0
5683,Chicken Tacos,7.29
5684,Can,2.0
5685,Steak Tacos,8.29
5686,16oz Cup,2.09
5687,Chicken Burrito,7.29
5688,32oz Cup,2.29
5689,Vegetables Tacos,7.29
5690,Vegetables Burrito,7.29
5691,Tortilla Chips,2.19
5692,16oz Cup,2.09
5693,Ground Beef Tacos,8.19
5694,32oz Cup,2.29
5695,Steak Bowl,8.29
5696,Steak Salad,8.29
5697,32oz Cup,2.29
5698,Chicken Tacos,7.29
5699,Vegetables Bowl,7.29
5700,Tortilla Chips,2.19
5701,16oz Cup,2.09
5702,Ground Beef Salad,8.19
5703,Can,2.0
5704,Ground Beef Salad,8.19
5705,32oz Cup,2.29
5706,Vegetables Bowl,7.29
5707,Steak Tacos,8.29
5708,Tortilla Chips,2.19
5709,16oz Cup,2.09
5710,Steak Burrito,8.29
5711,32oz Cup,2.29
5712,Chicken Burrito,7.29
5713,32oz Cup,2.29
5714,Ground Beef Bowl,8.19
5715,Vegetables Salad,7.29
5716,32oz Cup,2.29
5717,Vegetables Tacos,7.29
5718,16oz Cup,2.09
5719,Steak Bowl,8.29
5720,32oz Cup,2.29
5721,Chicken Burrito,7.29
5722,Ground Beef Bowl,8.19
5723,Chicken Burrito,7.29
5724,32oz Cup,2.29
5725,Steak Salad,8.29
5726,Tortilla Chips,2.19
5727,Can,2.0
5728,Vegetables Salad,7.29
5729,Can,2.0
5730,Ground Beef Bowl,8.19
5731,16oz Cup,2.09
5732,Chicken Tacos,7.29
5733,Chicken Tacos,7.29
5734,Chicken Salad,7.29
5735,32oz Cup,2.29
5736,Vegetables Salad,7.29
5737,16oz Cup,2.09
5738,Vegetables Bowl,7.29
5739,Tortilla Chips,2.19
5740,Can,2.0
5741,Chicken Salad,7.29
5742,Vegetables Salad,7.29
5743,Steak Bowl,8.29
5744,Can,2.0
5745,Steak Burrito,8.29
5746,Vegetables Tacos,7.29
5747,Vegetables Tacos,7.29
5748,Tortilla Chips,2.19
5749,32oz Cup,2.29
5750,Vegetables Salad,7.29
5751,Vegetables Tacos,7.29
5752,16oz Cup,2.09
5753,Steak Salad,8.29
5754,16oz Cup,2.09
5755,Chicken Tacos,7.29
5756,16oz Cup,2.09
5757,Steak Bowl,8.29
5758,32oz Cup,2.29
5759,Steak Bowl,8.29
5760,Tortilla Chips,2.19
5761,Can,2.0
5762,Steak Tacos,8.29
5763,16oz Cup,2.09
5764,Ground Beef Tacos,8.19
5765,Tortilla Chips,2.19
5766,32oz Cup,2.29
5767,Steak Tacos,8.29
5768,32oz Cup,2.29
5769,Steak Tacos,8.29
5770,Ground Beef Burrito,8.19
5771,32oz Cup,2.29
5772,Steak Salad,8.29
5773,Ground Beef Bowl,8.19
5774,16oz Cup,2.09
5775,Vegetables Tacos,7.29
5776,32oz Cup,2.29
5777,Ground Beef Burrito,8.19
5778,16oz Cup,2.09
5779,Vegetables Salad,7.29
5780,16oz Cup,2.09
5781,Chicken Tacos,7.29
5782,Tortilla Chips,2.19
5783,16oz Cup,2.09
5784,Vegetables Tacos,7.29
5785,16oz Cup,2.09
5786,Chicken Tacos,7.29
5787,32oz Cup,2.29
5788,Chicken Salad,7.29
5789,Steak Burrito,8.29
5790,32oz Cup,2.29
5791,Vegetables Bowl,7.29
5792,16oz Cup,2.09
5793,Vegetables Salad,7.29
5794,Ground Beef Tacos,8.19
5795,Steak Salad,8.29
5796,16oz Cup,2.09
5797,Ground Beef Bowl,8.19
5798,16oz Cup,2.09
5799,Ground Beef Bowl,8.19
5800,Steak Burrito,8.29
5801,16oz Cup,2.09
5802,Vegetables Burrito,7.29
5803,Vegetables Bowl,7.29
5804,Ground Beef Burrito,8.19
5805,16oz Cup,2.09
5806,Chicken Tacos,7.29
5807,16oz Cup,2.09
5808,Steak Tacos,8.29
5809,16oz Cup,2.09
5810,Chicken Tacos,7.29
5811,Chicken Bowl,7.29
5812,Vegetables Tacos,7.29
5813,Tortilla Chips,2.19
5814,32oz Cup,2.29
5815,Steak Tacos,8.29
5816,Ground Beef Burrito,8.19
5817,Tortilla Chips,2.19
5818,Can,2.0
5819,Steak Bowl,8.29
5820,Ground Beef Salad,8.19
5821,Tortilla Chips,2.19
5822,32oz Cup,2.29
5823,Steak Salad,8.29
5824,Vegetables Tacos,7.29
5825,Tortilla Chips,2.19
5826,32oz Cup,2.29
5827,Ground Beef Tacos,8.19
5828,32oz Cup,2.29
5829,Steak Salad,8.29
5830,32oz Cup,2.29
5831,Ground Beef Bowl,8.19
5832,Tortilla Chips,2.19
5833,16oz Cup,2.09
5834,Ground Beef Tacos,8.19
5835,Can,2.0
5836,Ground Beef Salad,8.19
5837,Steak Tacos,8.29
5838,32oz Cup,2.29
5839,Vegetables Burrito,7.29
5840,Chicken Burrito,7.29
5841,16oz Cup,2.09
5842,Vegetables Tacos,7.29
5843,Can,2.0
5844,Ground Beef Salad,8.19
5845,Tortilla Chips,2.19
5846,32oz Cup,2.29
5847,Steak Bowl,8.29
5848,Tortilla Chips,2.19
5849,16oz Cup,2.09
5850,Ground Beef Salad,8.19
5851,Tortilla Chips,2.19
5852,16oz Cup,2.09
5853,Chicken Salad,7.29
5854,Chicken Burrito,7.29
5855,Chicken Salad,7.29
5856,Chicken Tacos,7.29
5857,Tortilla Chips,2.19
5858,32oz Cup,2.29
5859,Steak Bowl,8.29
5860,Tortilla Chips,2.19
5861,32oz Cup,2.29
5862,Ground Beef Salad,8.19
5863,Vegetables Burrito,7.29
5864,Vegetables Salad,7.29
5865,Vegetables Bowl,7.29
5866,32oz Cup,2.29
5867,Chicken Burrito,7.29
5868,32oz Cup,2.29
5869,Vegetables Burrito,7.29
5870,Tortilla Chips,2.19
5871,16oz Cup,2.09
5872,Ground Beef Burrito,8.19
5873,Steak Bowl,8.29
5874,16oz Cup,2.09
5875,Vegetables Bowl,7.29
5876,16oz Cup,2.09
5877,Chicken Burrito,7.29
5878,Vegetables Tacos,7.29
5879,32oz Cup,2.29
5880,Steak Bowl,8.29
5881,Chicken Burrito,7.29
5882,Ground Beef Burrito,8.19
5883,Tortilla Chips,2.19
5884,Can,2.0
5885,Ground Beef Salad,8.19
5886,Vegetables Tacos,7.29
5887,Chicken Bowl,7.29
5888,Tortilla Chips,2.19
5889,Can,2.0
5890,Vegetables Salad,7.29
5891,Chicken Tacos,7.29
5892,Steak Salad,8.29
5893,16oz Cup,2.09
5894,Ground Beef Bowl,8.19
5895,Steak Salad,8.29
5896,Can,2.0
5897,Steak Salad,8.29
5898,32oz Cup,2.29
5899,Chicken Burrito,7.29
5900,Can,2.0
5901,Ground Beef Salad,8.19
5902,Can,2.0
5903,Chicken Tacos,7.29
5904,Chicken Burrito,7.29
5905,Tortilla Chips,2.19
5906,16oz Cup,2.09
5907,Ground Beef Bowl,8.19
5908,Can,2.0
5909,Vegetables Salad,7.29
5910,Ground Beef Burrito,8.19
5911,Ground Beef Salad,8.19
5912,Can,2.0
5913,Steak Salad,8.29
5914,Ground Beef Bowl,8.19
5915,Chicken Burrito,7.29
5916,16oz Cup,2.09
5917,Ground Beef Bowl,8.19
5918,Can,2.0
5919,Ground Beef Bowl,8.19
5920,Tortilla Chips,2.19
5921,Can,2.0
5922,Steak Bowl,8.29
5923,Ground Beef Tacos,8.19
5924,Ground Beef Tacos,8.19
5925,16oz Cup,2.09
5926,Steak Salad,8.29
5927,Tortilla Chips,2.19
5928,32oz Cup,2.29
5929,Steak Burrito,8.29
5930,Steak Tacos,8.29
5931,Chicken Bowl,7.29
5932,16oz Cup,2.09
5933,Ground Beef Salad,8.19
5934,Tortilla Chips,2.19
5935,16oz Cup,2.09
5936,Vegetables Bowl,7.29
5937,Vegetables Tacos,7.29
5938,16oz Cup,2.09
5939,Chicken Burrito,7.29
5940,16oz Cup,2.09
5941,Vegetables Burrito,7.29
5942,Can,2.0
